No.,Symbol,Market Cap,Company Name,Exchange,Sector
823,PIPR,5917875104,Piper Sandler Companies,NYSE,Financials
824,BETA,4684879340,"BETA Technologies, Inc.",NYSE,Industrials
825,SGHC,5915322842,Super Group (SGHC) Limited,NYSE,Consumer Discretionary
826,COMP,5743008947,"Compass, Inc.",NYSE,Real Estate
827,MNSO,5927973629,MINISO Group Holding Limited,NYSE,Consumer Discretionary
828,RLI,5872111170,RLI Corp.,NYSE,Financials
829,M,5867719459,"Macy's, Inc.",NYSE,Consumer Discretionary
830,GTES,5814111923,Gates Industrial Corporation plc,NYSE,Industrials
831,EGO,5931808788,Eldorado Gold Corporation,NYSE,Materials
832,BFAM,5764543512,Bright Horizons Family Solutions Inc.,NYSE,Consumer Discretionary
833,KD,5804135018,"Kyndryl Holdings, Inc.",NYSE,Technology
834,PRMB,5732024463,Primo Brands Corporation,NYSE,Consumer Staples
835,GATX,5687558146,GATX Corporation,NYSE,Industrials
836,GXO,5684346478,"GXO Logistics, Inc.",NYSE,Industrials
837,THO,5696073828,"THOR Industries, Inc.",NYSE,Consumer Discretionary
838,SOBO,5680498741,South Bow Corporation,NYSE,Energy
839,LPX,5667584856,Louisiana-Pacific Corporation,NYSE,Industrials
840,POR,5493921347,Portland General Electric Company,NYSE,Utilities
841,TKR,5657426857,The Timken Company,NYSE,Industrials
842,CAVA,5630303980,"CAVA Group, Inc.",NYSE,Consumer Discretionary
843,BLCO,5628075668,Bausch + Lomb Corporation,NYSE,Healthcare
844,LEA,5829938235,Lear Corporation,NYSE,Consumer Discretionary
845,GBCI,5618744357,"Glacier Bancorp, Inc.",NYSE,Financials
846,ESE,5615061912,ESCO Technologies Inc.,NYSE,Technology
847,SMR,5584872779,NuScale Power Corporation,NYSE,Industrials
848,WH,5583288736,"Wyndham Hotels & Resorts, Inc.",NYSE,Consumer Discretionary
849,HOMB,5582021676,"Home Bancshares, Inc. (Conway, AR)",NYSE,Financials
850,DAR,5572895669,Darling Ingredients Inc.,NYSE,Consumer Staples
851,LMND,5411486578,"Lemonade, Inc.",NYSE,Financials
852,KMX,5720716102,"CarMax, Inc.",NYSE,Consumer Discretionary
853,ARW,5502814048,"Arrow Electronics, Inc.",NYSE,Technology
854,NOV,5482384689,NOV Inc.,NYSE,Energy
855,S,5210674561,"SentinelOne, Inc.",NYSE,Technology
856,BKH,5192331879,Black Hills Corporation,NYSE,Utilities
857,NXE,5439402558,NexGen Energy Ltd.,NYSE,Energy
858,RAL,5425587359,Ralliant Corporation,NYSE,Technology
859,MSGS,5408697462,Madison Square Garden Sports Corp.,NYSE,Communication Services
860,ACHR,4806664191,Archer Aviation Inc.,NYSE,Industrials
861,KNTK,2030036860,Kinetik Holdings Inc.,NYSE,Energy
862,BMI,5381182741,"Badger Meter, Inc.",NYSE,Technology
863,FRO,5340723107,Frontline plc,NYSE,Energy
864,BIPC,5332432691,Brookfield Infrastructure Corporation,NYSE,Utilities
865,VIRT,5189853866,"Virtu Financial, Inc.",NYSE,Financials
866,TEO,5035322030,Telecom Argentina S.A.,NYSE,Communication Services
867,HRB,5606774190,"H&R Block, Inc.",NYSE,Consumer Discretionary
868,POST,5667209373,"Post Holdings, Inc.",NYSE,Consumer Staples
869,MRP,4890706520,"Millrose Properties, Inc.",NYSE,Real Estate
870,WK,5215856863,Workiva Inc.,NYSE,Technology
871,HHH,5245409587,Howard Hughes Holdings Inc.,NYSE,Real Estate
872,ENS,5207878949,EnerSys,NYSE,Industrials
873,ACA,5207600755,"Arcosa, Inc.",NYSE,Industrials
874,BMA,4890869808,Banco Macro S.A.,NYSE,Financials
875,ABCB,5234823393,Ameris Bancorp,NYSE,Financials
876,VNT,5180070000,Vontier Corporation,NYSE,Technology
877,ENIC,5215158413,Enel Chile S.A.,NYSE,Utilities
878,KBR,5173557445,"KBR, Inc.",NYSE,Industrials
879,AGX,5085165049,"Argan, Inc.",NYSE,Industrials
880,MCY,5155019515,Mercury General Corporation,NYSE,Financials
881,MTH,5227205612,Meritage Homes Corporation,NYSE,Consumer Discretionary
882,SR,5141628129,Spire Inc.,NYSE,Utilities
883,KRC,5090552874,Kilroy Realty Corporation,NYSE,Real Estate
884,WEX,5130249111,WEX Inc.,NYSE,Technology
885,MTDR,5128299381,Matador Resources Company,NYSE,Energy
886,MAIN,5121719833,Main Street Capital Corporation,NYSE,Financials
887,KRG,5055937779,Kite Realty Group Trust,NYSE,Real Estate
888,TFX,5069098598,Teleflex Incorporated,NYSE,Healthcare
889,INGM,5068166442,Ingram Micro Holding Corporation,NYSE,Technology
890,GPI,5282370248,"Group 1 Automotive, Inc.",NYSE,Consumer Discretionary
891,WTM,5115532841,"White Mountains Insurance Group, Ltd.",NYSE,Financials
892,CNX,5419420839,CNX Resources Corporation,NYSE,Energy
893,FLG,5043002025,"Flagstar Bank, National Association",NYSE,Financials
894,MTN,5209147684,"Vail Resorts, Inc.",NYSE,Consumer Discretionary
895,FCN,5590338440,"FTI Consulting, Inc.",NYSE,Industrials
896,OGS,4978120432,"ONE Gas, Inc.",NYSE,Utilities
897,PACS,4931541300,"PACS Group, Inc.",NYSE,Healthcare
898,BILL,5079247287,"BILL Holdings, Inc.",NYSE,Technology
899,CPA,4944339750,"Copa Holdings, S.A.",NYSE,Industrials
900,GOLF,4936350835,Acushnet Holdings Corp.,NYSE,Consumer Discretionary
901,MSM,4931608996,"MSC Industrial Direct Co., Inc.",NYSE,Industrials
902,PAM,4671366045,Pampa Energía S.A.,NYSE,Utilities
903,VIST,4941360845,"Vista Energy, S.A.B. de C.V.",NYSE,Energy
904,AUB,4882671888,Atlantic Union Bankshares Corporation,NYSE,Financials
905,NE,4844583736,Noble Corporation plc,NYSE,Energy
906,NJR,4799577049,New Jersey Resources Corporation,NYSE,Utilities
907,TKC,4892549926,Turkcell Iletisim Hizmetleri A.S.,NYSE,Communication Services
908,RDN,4816636047,Radian Group Inc.,NYSE,Financials
909,ALK,4785690172,"Alaska Air Group, Inc.",NYSE,Industrials
910,AVAL,4855540179,Grupo Aval Acciones y Valores S.A.,NYSE,Financials
911,SKY,4781469196,"Champion Homes, Inc.",NYSE,Consumer Discretionary
912,PHI,4846172103,PLDT Inc.,NYSE,Communication Services
913,LAZ,4776149157,"Lazard, Inc.",NYSE,Financials
914,REZI,4715810806,"Resideo Technologies, Inc.",NYSE,Industrials
915,YOU,3415672771,"Clear Secure, Inc.",NYSE,Technology
916,WFG,4619089350,West Fraser Timber Co. Ltd.,NYSE,Materials
917,GPK,4754433334,Graphic Packaging Holding Company,NYSE,Consumer Discretionary
918,GHC,4750684092,Graham Holdings Company,NYSE,Consumer Staples
919,MC,4743619094,Moelis & Company,NYSE,Financials
920,ALH,4109114568,Alliance Laundry Holdings Inc.,NYSE,Industrials
921,NPO,4733890621,Enpro Inc.,NYSE,Industrials
922,MMS,4882131943,"Maximus, Inc.",NYSE,Industrials
923,TGS,4393112758,Transportadora de Gas del Sur S.A.,NYSE,Energy
924,AX,4680493885,"Axos Financial, Inc.",NYSE,Financials
925,BCO,4678025552,The Brink's Company,NYSE,Industrials
926,AQN,4669491060,Algonquin Power & Utilities Corp.,NYSE,Utilities
927,NNI,4664467144,"Nelnet, Inc.",NYSE,Financials
928,GVA,4610865749,Granite Construction Incorporated,NYSE,Industrials
929,ST,4606361601,Sensata Technologies Holding plc,NYSE,Technology
930,HGTY,4596797940,"Hagerty, Inc.",NYSE,Financials
931,QTWO,4545306063,"Q2 Holdings, Inc.",NYSE,Technology
932,ABG,4561428397,"Asbury Automotive Group, Inc.",NYSE,Consumer Discretionary
933,HRI,4539319778,Herc Holdings Inc.,NYSE,Industrials
934,MAC,4356568609,The Macerich Company,NYSE,Real Estate
935,TDS,4235916880,"Telephone and Data Systems, Inc.",NYSE,Communication Services
936,BGSI,3458436699,Boyd Group Services Inc.,NYSE,Consumer Discretionary
937,CSW,4536369865,"CSW Industrials, Inc.",NYSE,Industrials
938,FSK,4469860271,FS KKR Capital Corp.,NYSE,Financials
939,BDC,4528159237,Belden Inc.,NYSE,Technology
940,RIG,3658125313,Transocean Ltd.,NYSE,Energy
941,ECG,4460524984,"Everus Construction Group, Inc.",NYSE,Industrials
942,MUR,4446313900,Murphy Oil Corporation,NYSE,Energy
943,NIQ,4430900000,NIQ Global Intelligence plc,NYSE,Technology
944,IFS,4496200615,Intercorp Financial Services Inc.,NYSE,Financials
945,OSCR,4273159870,"Oscar Health, Inc.",NYSE,Healthcare
946,STUB,4083656382,"StubHub Holdings, Inc.",NYSE,Consumer Discretionary
947,TNL,4389777113,Travel + Leisure Co.,NYSE,Consumer Discretionary
948,UGP,4447423001,Ultrapar Participações S.A.,NYSE,Energy
949,BC,4377612873,Brunswick Corporation,NYSE,Consumer Discretionary
950,WHR,4335389195,Whirlpool Corporation,NYSE,Consumer Discretionary
951,FG,4350903436,"F&G Annuities & Life, Inc.",NYSE,Financials
952,BOX,4346346660,"Box, Inc.",NYSE,Technology
953,ZETA,4333950504,Zeta Global Holdings Corp.,NYSE,Technology
954,MGY,4208190896,Magnolia Oil & Gas Corporation,NYSE,Energy
955,LB,4324698903,LandBridge Company LLC,NYSE,Energy
956,MDU,4323647557,"MDU Resources Group, Inc.",NYSE,Utilities
957,ASB,4385330195,Associated Banc-Corp,NYSE,Financials
958,CE,4321063117,Celanese Corporation,NYSE,Materials
959,WPP,4243852029,WPP plc,NYSE,Communication Services
960,ELF,4096195426,"e.l.f. Beauty, Inc.",NYSE,Consumer Staples
961,LPL,4270000000,"LG Display Co., Ltd.",NYSE,Technology
962,PAY,4300429702,"Paymentus Holdings, Inc.",NYSE,Technology
963,CUZ,4293198154,Cousins Properties Incorporated,NYSE,Real Estate
964,HASI,4231217684,"HA Sustainable Infrastructure Capital, Inc.",NYSE,Financials
965,ANF,4247580376,Abercrombie & Fitch Co.,NYSE,Consumer Discretionary
966,CWEN,7368456088,"Clearway Energy, Inc.",NYSE,Utilities
967,CHH,4264484475,"Choice Hotels International, Inc.",NYSE,Consumer Discretionary
968,KNF,4228846634,Knife River Corporation,NYSE,Materials
969,AROC,4208871408,"Archrock, Inc.",NYSE,Energy
970,IRT,3938779391,"Independence Realty Trust, Inc.",NYSE,Real Estate
971,SLGN,4218777370,Silgan Holdings Inc.,NYSE,Consumer Discretionary
972,SPR,4158305379,"Spirit AeroSystems Holdings, Inc.",NYSE,Industrials
973,RSI,5251778126,"Rush Street Interactive, Inc.",NYSE,Consumer Discretionary
974,TAC,4153800000,TransAlta Corporation,NYSE,Utilities
975,AGO,4152124005,Assured Guaranty Ltd.,NYSE,Financials
976,SXT,4133493735,Sensient Technologies Corporation,NYSE,Materials
977,KBH,4477187627,KB Home,NYSE,Consumer Discretionary
978,DOCN,4107997176,"DigitalOcean Holdings, Inc.",NYSE,Technology
979,SON,4100174350,Sonoco Products Company,NYSE,Consumer Discretionary
980,SSL,4058954499,Sasol Limited,NYSE,Materials
981,KTB,4095832274,"Kontoor Brands, Inc.",NYSE,Consumer Discretionary
982,GPOR,3789334978,Gulfport Energy Corporation,NYSE,Energy
983,SIG,4091610091,Signet Jewelers Limited,NYSE,Consumer Discretionary
984,AD,4067221801,"Array Digital Infrastructure, Inc.",NYSE,Communication Services
985,HCC,4067878671,"Warrior Met Coal, Inc.",NYSE,Materials
986,GBTG,3647552795,"Global Business Travel Group, Inc.",NYSE,Consumer Discretionary
987,PRM,4041398268,"Perimeter Solutions, Inc.",NYSE,Materials
988,SKT,3768777778,Tanger Inc.,NYSE,Real Estate
989,VVV,4019370735,Valvoline Inc.,NYSE,Consumer Discretionary
990,PBF,3988286468,PBF Energy Inc.,NYSE,Energy
991,FUBO,1065872601,fuboTV Inc.,NYSE,Communication Services
992,CSAN,2188905689,Cosan S.A.,NYSE,Energy
993,CNR,3994771670,"Core Natural Resources, Inc.",NYSE,Energy
994,EPR,3968434573,EPR Properties,NYSE,Real Estate
995,SFBS,3951343472,"ServisFirst Bancshares, Inc.",NYSE,Financials
996,PVH,3947265717,PVH Corp.,NYSE,Consumer Discretionary
997,SNDR,3933112813,"Schneider National, Inc.",NYSE,Industrials
998,CNO,3926657624,"CNO Financial Group, Inc.",NYSE,Financials
999,ALE,3921641274,"ALLETE, Inc.",NYSE,Utilities
1000,ATMU,3974419677,Atmus Filtration Technologies Inc.,NYSE,Consumer Discretionary
1001,AKO.A,3569752320,Embotelladora Andina S.A.,NYSE,Consumer Staples
1002,AKO.B,4158600192,Embotelladora Andina S.A.,NYSE,Consumer Staples
1003,OUT,3901582168,OUTFRONT Media Inc.,NYSE,Real Estate
1004,VAL,3975327841,Valaris Limited,NYSE,Energy
1005,CWK,3884008270,Cushman & Wakefield plc,NYSE,Real Estate
1006,CRC,3880885121,California Resources Corporation,NYSE,Energy
1007,CAAP,3832544500,Corporación América Airports S.A.,NYSE,Industrials
1008,BRC,3810463836,Brady Corporation,NYSE,Industrials
1009,MWA,3803533327,"Mueller Water Products, Inc.",NYSE,Industrials
1010,HNGE,3799754593,"Hinge Health, Inc.",NYSE,Healthcare
1011,UCB,3795932641,"United Community Banks, Inc.",NYSE,Financials
1012,INSP,3858419647,"Inspire Medical Systems, Inc.",NYSE,Healthcare
1013,NHI,3782973444,"National Health Investors, Inc.",NYSE,Real Estate
1014,HAE,3934316097,Haemonetics Corporation,NYSE,Healthcare
1015,NSA,2251872042,National Storage Affiliates Trust,NYSE,Real Estate
1016,PII,3760763544,Polaris Inc.,NYSE,Consumer Discretionary
1017,AB,4379302643,AllianceBernstein Holding L.P.,NYSE,Financials
1018,SHAK,3501494165,Shake Shack Inc.,NYSE,Consumer Discretionary
1019,CALX,3687004060,"Calix, Inc.",NYSE,Technology
1020,TBBB,3692048053,BBB Foods Inc.,NYSE,Consumer Staples
1021,FHI,3832696766,"Federated Hermes, Inc.",NYSE,Financials
1022,TREX,3643445012,"Trex Company, Inc.",NYSE,Industrials
1023,BRBR,3824727632,"BellRing Brands, Inc.",NYSE,Consumer Staples
1024,PL,3611257271,Planet Labs PBC,NYSE,Industrials
1025,MIAX,3588841772,"Miami International Holdings, Inc.",NYSE,Financials
1026,MHO,3585237425,"M/I Homes, Inc.",NYSE,Consumer Discretionary
1027,HGV,3584255597,Hilton Grand Vacations Inc.,NYSE,Consumer Discretionary
1028,HAYW,3580412076,"Hayward Holdings, Inc.",NYSE,Industrials
1029,SLG,3322590947,SL Green Realty Corp.,NYSE,Real Estate
1030,CDP,3466170825,COPT Defense Properties,NYSE,Real Estate
1031,JOE,3521261439,The St. Joe Company,NYSE,Real Estate
1032,GNW,3650748729,"Genworth Financial, Inc.",NYSE,Financials
1033,BNL,3354800336,"Broadstone Net Lease, Inc.",NYSE,Real Estate
1034,GFF,3509590962,Griffon Corporation,NYSE,Industrials
1035,KFY,3422278966,Korn Ferry,NYSE,Industrials
1036,NVST,3461223251,Envista Holdings Corporation,NYSE,Healthcare
1037,BBWI,3565908180,"Bath & Body Works, Inc.",NYSE,Consumer Discretionary
1038,CVI,3437141180,"CVR Energy, Inc.",NYSE,Energy
1039,TPC,3436750040,Tutor Perini Corporation,NYSE,Industrials
1040,MH,3436117327,"McGraw Hill, Inc.",NYSE,Consumer Staples
1041,RYN,3370406299,Rayonier Inc.,NYSE,Real Estate
1042,MATX,3404612444,"Matson, Inc.",NYSE,Industrials
1043,MPW,3398475000,"Medical Properties Trust, Inc.",NYSE,Real Estate
1044,CBT,3387505071,Cabot Corporation,NYSE,Materials
1045,AHL,3390672473,Aspen Insurance Holdings Limited,NYSE,Financials
1046,RNST,3390339040,Renasant Corporation,NYSE,Financials
1047,NP,2320538000,Neptune Insurance Holdings Inc.,NYSE,Financials
1048,WHD,2912625773,"Cactus, Inc.",NYSE,Energy
1049,AVA,3355711614,Avista Corporation,NYSE,Utilities
1050,APAM,2931386557,Artisan Partners Asset Management Inc.,NYSE,Financials
1051,AEO,3329201634,"American Eagle Outfitters, Inc.",NYSE,Consumer Discretionary
1052,KAI,3316554630,Kadant Inc.,NYSE,Industrials
1053,BXMT,3332062646,"Blackstone Mortgage Trust, Inc.",NYSE,Real Estate
1054,AIR,2947676928,AAR Corp.,NYSE,Industrials
1055,GRP.U,3382800000,Granite Real Estate Investment Trust,NYSE,
1056,BKU,3255927601,"BankUnited, Inc.",NYSE,Financials
1057,ATGE,3255401007,Adtalem Global Education Inc.,NYSE,Consumer Staples
1058,CNK,3245522147,"Cinemark Holdings, Inc.",NYSE,Communication Services
1059,CXT,3240899881,"Crane NXT, Co.",NYSE,Industrials
1060,ENVA,3234043566,"Enova International, Inc.",NYSE,Financials
1061,BTU,3232128000,Peabody Energy Corporation,NYSE,Energy
1062,CPK,3244637338,Chesapeake Utilities Corporation,NYSE,Utilities
1063,YETI,3397478782,"YETI Holdings, Inc.",NYSE,Consumer Discretionary
1064,CNS,3201095766,"Cohen & Steers, Inc.",NYSE,Financials
1065,SMG,3199294552,The Scotts Miracle-Gro Company,NYSE,Materials
1066,SEI,3352197404,"Solaris Energy Infrastructure, Inc.",NYSE,Energy
1067,AZZ,3192362679,AZZ Inc.,NYSE,Industrials
1068,ARX,3189836238,Accelerant Holdings,NYSE,Financials
1069,HTGC,3212775566,"Hercules Capital, Inc.",NYSE,Financials
1070,FUL,3160954673,H.B. Fuller Company,NYSE,Materials
1071,TGNA,3158323632,TEGNA Inc.,NYSE,Communication Services
1072,BBAR,2936923645,Banco BBVA Argentina S.A.,NYSE,Financials
1073,GEF.B,3070478848,"Greif, Inc.",NYSE,Consumer Discretionary
1074,FBP,3232207496,First BanCorp.,NYSE,Financials
1075,TTAM,2957173939,Titan America SA,NYSE,Materials
1076,HIW,2967957483,"Highwoods Properties, Inc.",NYSE,Real Estate
1077,AAP,3064735830,"Advance Auto Parts, Inc.",NYSE,Consumer Discretionary
1078,VSCO,3053580457,Victoria's Secret & Co.,NYSE,Consumer Discretionary
1079,CBU,3053839747,"Community Financial System, Inc.",NYSE,Financials
1080,BFH,3048806603,"Bread Financial Holdings, Inc.",NYSE,Financials
1081,EE,3098185877,"Excelerate Energy, Inc.",NYSE,Energy
1082,GEF,3038286982,"Greif, Inc.",NYSE,Consumer Discretionary
1083,RLX,3042912909,RLX Technology Inc.,NYSE,Consumer Staples
1084,BRSL,3205795367,Brightstar Lottery PLC,NYSE,Consumer Discretionary
1085,UNF,3093386940,UniFirst Corporation,NYSE,Industrials
1086,FBK,3014214735,FB Financial Corporation,NYSE,Financials
1087,USAC,3011928313,"USA Compression Partners, LP",NYSE,Energy
1088,COLD,3008063298,"Americold Realty Trust, Inc.",NYSE,Real Estate
1089,TEX,3007160704,Terex Corporation,NYSE,Industrials
1090,RCUS,2621709968,"Arcus Biosciences, Inc.",NYSE,Healthcare
1091,KGS,3060422432,"Kodiak Gas Services, Inc.",NYSE,Energy
1092,RH,2991389073,RH,NYSE,Consumer Discretionary
1093,KEN,3029495368,Kenon Holdings Ltd.,NYSE,Utilities
1094,CPRI,2965476189,Capri Holdings Limited,NYSE,Consumer Discretionary
1095,GRBK,2960248409,"Green Brick Partners, Inc.",NYSE,Consumer Discretionary
1096,VIA,2814236358,"Via Transportation, Inc.",NYSE,Technology
1097,HAFN,3003260299,Hafnia Limited,NYSE,Industrials
1098,CMBT,1971307524,Cmb.Tech NV,NYSE,Energy
1099,SXI,2936070028,Standex International Corporation,NYSE,Industrials
1100,ASAN,2933515098,"Asana, Inc.",NYSE,Technology
1101,BSM,2913108165,"Black Stone Minerals, L.P.",NYSE,Energy
1102,TPH,2908666338,"Tri Pointe Homes, Inc.",NYSE,Consumer Discretionary
1103,BANC,2891173007,"Banc of California, Inc.",NYSE,Financials
1104,SPHR,2972581240,Sphere Entertainment Co.,NYSE,Communication Services
1105,AWR,2845325117,American States Water Company,NYSE,Utilities
1106,ATHM,711648922,Autohome Inc.,NYSE,Communication Services
1107,LXP,2863288098,LXP Industrial Trust,NYSE,Real Estate
1108,FSM,2857797470,Fortuna Mining Corp.,NYSE,Materials
1109,HOG,2978233331,"Harley-Davidson, Inc.",NYSE,Consumer Discretionary
1110,LBRT,2858716703,Liberty Energy Inc.,NYSE,Energy
1111,TR,1636867482,"Tootsie Roll Industries, Inc.",NYSE,Consumer Staples
1112,PAGS,2949739142,PagSeguro Digital Ltd.,NYSE,Technology
1113,APLE,2838908304,"Apple Hospitality REIT, Inc.",NYSE,Real Estate
1114,PBH,2917343225,Prestige Consumer Healthcare Inc.,NYSE,Healthcare
1115,BKE,2885745273,"The Buckle, Inc.",NYSE,Consumer Discretionary
1116,LCII,2825843608,LCI Industries,NYSE,Consumer Discretionary
1117,TNET,2825261062,"TriNet Group, Inc.",NYSE,Industrials
1118,COTY,2816886540,Coty Inc.,NYSE,Consumer Staples
1119,AKR,2704554639,Acadia Realty Trust,NYSE,Real Estate
1120,BCC,2794529427,Boise Cascade Company,NYSE,Materials
1121,GLOB,2783753809,Globant S.A.,NYSE,Technology
1122,STNG,3046757819,Scorpio Tankers Inc.,NYSE,Energy
1123,AVNT,2772546656,Avient Corporation,NYSE,Materials
1124,WOR,2750450801,"Worthington Enterprises, Inc.",NYSE,Industrials
1125,WBI,750702233,WaterBridge Infrastructure LLC,NYSE,Energy
1126,WU,2739823081,The Western Union Company,NYSE,Financials
1127,AERO,271092101,"Grupo Aeroméxico, S.A.B. de C.V.",NYSE,Industrials
1128,RHI,2764732016,Robert Half Inc.,NYSE,Industrials
1129,NATL,2726220617,NCR Atleos Corporation,NYSE,Technology
1130,LRN,2761339156,"Stride, Inc.",NYSE,Consumer Staples
1131,CWT,2723324284,California Water Service Group,NYSE,Utilities
1132,HP,2742736594,"Helmerich & Payne, Inc.",NYSE,Energy
1133,HG,2790246454,"Hamilton Insurance Group, Ltd.",NYSE,Financials
1134,CON,2712081474,"Concentra Group Holdings Parent, Inc.",NYSE,Healthcare
1135,BBAI,2295379978,"BigBear.ai Holdings, Inc.",NYSE,Technology
1136,NUVB,2693647452,Nuvation Bio Inc.,NYSE,Healthcare
1137,SUNC,35901982900,SunocoCorp LLC,NYSE,Industrials
1138,ZGN,2663827100,Ermenegildo Zegna N.V.,NYSE,Consumer Discretionary
1139,BKD,2672249288,Brookdale Senior Living Inc.,NYSE,Healthcare
1140,MANU,2672878654,Manchester United plc,NYSE,Communication Services
1141,KAR,2667205994,"OPENLANE, Inc.",NYSE,Consumer Discretionary
1142,BOH,2660826953,Bank of Hawaii Corporation,NYSE,Financials
1143,INSW,2659347440,"International Seaways, Inc.",NYSE,Energy
1144,TDC,2708894733,Teradata Corporation,NYSE,Technology
1145,CBZ,2677638089,"CBIZ, Inc.",NYSE,Industrials
1146,ABM,2691263598,ABM Industries Incorporated,NYSE,Industrials
1147,SA,2626407068,Seabridge Gold Inc.,NYSE,Materials
1148,DAN,3163748537,Dana Incorporated,NYSE,Consumer Discretionary
1149,TDW,2586696989,Tidewater Inc.,NYSE,Energy
1150,REVG,2567203227,"REV Group, Inc.",NYSE,Industrials
1151,FCPT,2549150772,"Four Corners Property Trust, Inc.",NYSE,Real Estate
1152,UE,2421424688,Urban Edge Properties,NYSE,Real Estate
1153,PFS,2540605369,"Provident Financial Services, Inc.",NYSE,Financials
1154,VTMX,263956025,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",NYSE,Real Estate
1155,CURB,2521459112,Curbline Properties Corp.,NYSE,Real Estate
1156,KSS,2511963928,Kohl's Corporation,NYSE,Consumer Discretionary
1157,MTRN,2502959277,Materion Corporation,NYSE,Materials
1158,ITGR,2502794769,Integer Holdings Corporation,NYSE,Healthcare
1159,CGAU,2566630867,Centerra Gold Inc.,NYSE,Materials
1160,DEI,2039519990,"Douglas Emmett, Inc.",NYSE,Real Estate
1161,ATS,2451541488,ATS Corporation,NYSE,Industrials
1162,OII,2470212665,"Oceaneering International, Inc.",NYSE,Energy
1163,DKL,2450471928,"Delek Logistics Partners, LP",NYSE,Energy
1164,RNG,2562206190,"RingCentral, Inc.",NYSE,Technology
1165,CMPO,1990961297,"CompoSecure, Inc.",NYSE,Industrials
1166,SPNT,2443762269,SiriusPoint Ltd.,NYSE,Financials
1167,WRBY,2442002788,Warby Parker Inc.,NYSE,Healthcare
1168,ERO,2429731492,Ero Copper Corp.,NYSE,Materials
1169,CCU,2403617015,Compañía Cervecerías Unidas S.A.,NYSE,Consumer Staples
1170,DRD,2424840508,DRDGOLD Limited,NYSE,Materials
1171,BTE,2435564909,Baytex Energy Corp.,NYSE,Energy
1172,CLVT,2420852353,Clarivate Plc,NYSE,Technology
1173,KWR,2415172166,Quaker Chemical Corporation,NYSE,Materials
1174,CIVI,2603316652,"Civitas Resources, Inc.",NYSE,Energy
1175,KMPR,2567349198,Kemper Corporation,NYSE,Financials
1176,BBUC,2373589386,Brookfield Business Corporation,NYSE,Financials
1177,CUBI,2196510009,"Customers Bancorp, Inc.",NYSE,Financials
1178,ASH,2367605745,Ashland Inc.,NYSE,Materials
1179,BB,2374336280,BlackBerry Limited,NYSE,Technology
1180,GENI,2364529652,Genius Sports Limited,NYSE,Communication Services
1181,ZIM,2350126020,ZIM Integrated Shipping Services Ltd.,NYSE,Industrials
1182,HBI,2342170279,Hanesbrands Inc.,NYSE,Consumer Discretionary
1183,BHC,2341666972,Bausch Health Companies Inc.,NYSE,Healthcare
1184,CRGY,2340064321,Crescent Energy Company,NYSE,Energy
1185,GRND,2370754840,Grindr Inc.,NYSE,Technology
1186,OLN,2317404375,Olin Corporation,NYSE,Materials
1187,MSGE,2312385616,Madison Square Garden Entertainment Corp.,NYSE,Consumer Discretionary
1188,EXK,2292629444,Endeavour Silver Corp.,NYSE,Materials
1189,DK,2296371387,"Delek US Holdings, Inc.",NYSE,Energy
1190,DBD,2382392192,"Diebold Nixdorf, Incorporated",NYSE,Technology
1191,BKV,2160662641,BKV Corporation,NYSE,Energy
1192,SKE,2284299962,Skeena Resources Limited,NYSE,Materials
1193,HCI,2275782497,"HCI Group, Inc.",NYSE,Financials
1194,FLO,2274389483,"Flowers Foods, Inc.",NYSE,Consumer Staples
1195,DXC,2352876462,DXC Technology Company,NYSE,Technology
1196,CEPU,2125863597,Central Puerto S.A.,NYSE,Utilities
1197,SII,2264807040,Sprott Inc.,NYSE,Financials
1198,PARR,2263096935,"Par Pacific Holdings, Inc.",NYSE,Energy
1199,IHS,2247839388,IHS Holding Limited,NYSE,Real Estate
1200,TGLS,2270276958,Tecnoglass Inc.,NYSE,Materials
1201,UNFI,2248180583,"United Natural Foods, Inc.",NYSE,Consumer Staples
1202,AMBP,2241373448,Ardagh Metal Packaging S.A.,NYSE,Consumer Discretionary
1203,HI,2237329144,"Hillenbrand, Inc.",NYSE,Industrials
1204,LU,1072762376,Lufax Holding Ltd,NYSE,Financials
1205,CSTM,2219435023,Constellium SE,NYSE,Materials
1206,AORT,2218412590,"Artivion, Inc.",NYSE,Healthcare
1207,IVT,2195852260,InvenTrust Properties Corp.,NYSE,Real Estate
1208,ATKR,2190986070,Atkore Inc.,NYSE,Industrials
1209,WD,2188626906,"Walker & Dunlop, Inc.",NYSE,Financials
1210,BBT,2177244441,Beacon Financial Corporation,NYSE,Financials
1211,PK,2164898351,Park Hotels & Resorts Inc.,NYSE,Real Estate
1212,STC,2162573495,Stewart Information Services Corporation,NYSE,Financials
1213,AAUC,2166271789,Allied Gold Corporation,NYSE,Materials
1214,MODG,2149599717,Topgolf Callaway Brands Corp.,NYSE,Consumer Discretionary
1215,SAH,2145751051,"Sonic Automotive, Inc.",NYSE,Consumer Discretionary
1216,HTH,2224308534,Hilltop Holdings Inc.,NYSE,Financials
1217,GEO,2172869057,"The GEO Group, Inc.",NYSE,Industrials
1218,RXO,2133454336,"RXO, Inc.",NYSE,Industrials
1219,TIC,2121784439,"TIC Solutions, Inc.",NYSE,Industrials
1220,SM,2119804833,SM Energy Company,NYSE,Energy
