No.,Symbol,Market Cap,Company Name,Exchange,Sector
753,SEZL,1919745863,Sezzle Inc.,NASDAQ,Financials
754,PGY,1824827880,Pagaya Technologies Ltd.,NASDAQ,Technology
755,HBNB,1915366616,Hotel101 Global Holdings Corp.,NASDAQ,Real Estate
756,ATRC,1913109698,"AtriCure, Inc.",NASDAQ,Healthcare
757,QDEL,1911253878,QuidelOrtho Corporation,NASDAQ,Healthcare
758,WBTN,1902485279,WEBTOON Entertainment Inc.,NASDAQ,Communication Services
759,TWST,1859593377,Twist Bioscience Corporation,NASDAQ,Healthcare
760,LMAT,1894039279,"LeMaitre Vascular, Inc.",NASDAQ,Healthcare
761,DNTH,1596576675,"Dianthus Therapeutics, Inc.",NASDAQ,Healthcare
762,VERA,1881402982,"Vera Therapeutics, Inc.",NASDAQ,Healthcare
763,EXPI,1874056046,"eXp World Holdings, Inc.",NASDAQ,Real Estate
764,NN,1825232376,NextNav Inc.,NASDAQ,Technology
765,BELFB,1902384426,Bel Fuse Inc.,NASDAQ,Technology
766,POWI,1854314789,"Power Integrations, Inc.",NASDAQ,Technology
767,IOSP,1846712762,Innospec Inc.,NASDAQ,Materials
768,NVTS,1727035130,Navitas Semiconductor Corporation,NASDAQ,Technology
769,CECO,1811280281,CECO Environmental Corp.,NASDAQ,Industrials
770,ATRO,1805055055,Astronics Corporation,NASDAQ,Industrials
771,PRCT,1803202067,PROCEPT BioRobotics Corporation,NASDAQ,Healthcare
772,PAHC,1796881707,Phibro Animal Health Corporation,NASDAQ,Healthcare
773,PRDO,1824334624,Perdoceo Education Corporation,NASDAQ,Consumer Staples
774,STRA,1814576107,"Strategic Education, Inc.",NASDAQ,Consumer Staples
775,OLMA,1789963593,"Olema Pharmaceuticals, Inc.",NASDAQ,Healthcare
776,PRGS,1796424609,Progress Software Corporation,NASDAQ,Technology
777,NWBI,1778159491,"Northwest Bancshares, Inc.",NASDAQ,Financials
778,MCRI,1777943349,"Monarch Casino & Resort, Inc.",NASDAQ,Consumer Discretionary
779,TRIP,1775837669,"Tripadvisor, Inc.",NASDAQ,Consumer Discretionary
780,INOD,1774017752,Innodata Inc.,NASDAQ,Technology
781,UFPT,1771856885,"UFP Technologies, Inc.",NASDAQ,Healthcare
782,JJSF,1773702147,J&J Snack Foods Corp.,NASDAQ,Consumer Staples
783,CHCO,1783412116,City Holding Company,NASDAQ,Financials
784,MAZE,1765937426,"Maze Therapeutics, Inc.",NASDAQ,Healthcare
785,VECO,1757948542,Veeco Instruments Inc.,NASDAQ,Technology
786,CLDX,1756911851,"Celldex Therapeutics, Inc.",NASDAQ,Healthcare
787,LILAK,1737302341,Liberty Latin America Ltd.,NASDAQ,Communication Services
788,AZTA,1746492570,"Azenta, Inc.",NASDAQ,Healthcare
789,LILA,1741886699,Liberty Latin America Ltd.,NASDAQ,Communication Services
790,QURE,1513395030,uniQure N.V.,NASDAQ,Healthcare
791,ANIP,1868968741,"ANI Pharmaceuticals, Inc.",NASDAQ,Healthcare
792,CMPR,1736624351,Cimpress plc,NASDAQ,Industrials
793,MCW,1733537610,"Mister Car Wash, Inc.",NASDAQ,Consumer Discretionary
794,HLMN,1726538947,Hillman Solutions Corp.,NASDAQ,Industrials
795,NRIX,1306936676,"Nurix Therapeutics, Inc.",NASDAQ,Healthcare
796,IRDM,1723512247,Iridium Communications Inc.,NASDAQ,Communication Services
797,IAS,1721601345,Integral Ad Science Holding Corp.,NASDAQ,Communication Services
798,JAMF,1719901868,Jamf Holding Corp.,NASDAQ,Technology
799,NYAX,1710663802,Nayax Ltd.,NASDAQ,Technology
800,ANDE,1736723450,"The Andersons, Inc.",NASDAQ,Consumer Staples
801,STOK,1703233413,"Stoke Therapeutics, Inc.",NASDAQ,Healthcare
802,LUNR,1680548160,"Intuitive Machines, Inc.",NASDAQ,Industrials
803,SNDX,1683408081,"Syndax Pharmaceuticals, Inc.",NASDAQ,Healthcare
804,REAL,4195334998,"The RealReal, Inc.",NASDAQ,Consumer Discretionary
805,LASR,1642118382,"nLIGHT, Inc.",NASDAQ,Technology
806,FLYW,1657094773,Flywire Corporation,NASDAQ,Technology
807,CLBK,1682154657,"Columbia Financial, Inc.",NASDAQ,Financials
808,IMNM,1678201756,"Immunome, Inc.",NASDAQ,Healthcare
809,CSIQ,1675645595,Canadian Solar Inc.,NASDAQ,Technology
810,ALVO,1663950162,Alvotech,NASDAQ,Healthcare
811,BITF,1441907548,Bitfarms Ltd.,NASDAQ,Financials
812,OMCL,1713649006,"Omnicell, Inc.",NASDAQ,Healthcare
813,AGIO,1657570106,"Agios Pharmaceuticals, Inc.",NASDAQ,Healthcare
814,LZ,1660076049,"LegalZoom.com, Inc.",NASDAQ,Industrials
815,PHVS,1653218104,Pharvaris N.V.,NASDAQ,Healthcare
816,CLMT,1651802272,"Calumet, Inc.",NASDAQ,Materials
817,HTO,1649122890,H2O America,NASDAQ,Utilities
818,MNKD,1645558018,MannKind Corporation,NASDAQ,Healthcare
819,BLBD,1644103475,Blue Bird Corporation,NASDAQ,Industrials
820,CCB,1640952950,Coastal Financial Corporation,NASDAQ,Financials
821,HTZ,1638978680,"Hertz Global Holdings, Inc.",NASDAQ,Industrials
822,AMLX,1236900000,"Amylyx Pharmaceuticals, Inc.",NASDAQ,Healthcare
823,CASH,62879669,"Pathward Financial, Inc.",NASDAQ,Financials
824,TILE,1626000917,"Interface, Inc.",NASDAQ,Consumer Discretionary
825,INVA,1397363129,"Innoviva, Inc.",NASDAQ,Healthcare
826,USAR,1178936880,"USA Rare Earth, Inc.",NASDAQ,Materials
827,WEN,1604564354,The Wendy's Company,NASDAQ,Consumer Discretionary
828,BELFA,1770376102,Bel Fuse Inc.,NASDAQ,Technology
829,NEO,315239861,"NeoGenomics, Inc.",NASDAQ,Healthcare
830,PWP,1669421620,Perella Weinberg Partners,NASDAQ,Financials
831,NEGG,1518978877,"Newegg Commerce, Inc.",NASDAQ,Consumer Discretionary
832,ENVX,1450421576,Enovix Corporation,NASDAQ,Industrials
833,JBLU,1589415846,JetBlue Airways Corporation,NASDAQ,Industrials
834,TWFG,424710525,"TWFG, Inc.",NASDAQ,Financials
835,TCBK,1587938681,TriCo Bancshares,NASDAQ,Financials
836,UPB,1557903431,"Upstream Bio, Inc.",NASDAQ,Healthcare
837,DGII,1553192095,Digi International Inc.,NASDAQ,Technology
838,STBA,1556158335,"S&T Bancorp, Inc.",NASDAQ,Financials
839,AAOI,1551905934,"Applied Optoelectronics, Inc.",NASDAQ,Technology
840,EVCM,1578185813,EverCommerce Inc.,NASDAQ,Technology
841,NEXT,1543380098,NextDecade Corporation,NASDAQ,Energy
842,SRCE,1549073649,1st Source Corporation,NASDAQ,Financials
843,ACHC,1528160843,"Acadia Healthcare Company, Inc.",NASDAQ,Healthcare
844,KALU,1542349288,Kaiser Aluminum Corporation,NASDAQ,Materials
845,TRUP,1527487079,"Trupanion, Inc.",NASDAQ,Financials
846,FIVN,1485156436,"Five9, Inc.",NASDAQ,Technology
847,HROW,1519276322,"Harrow, Inc.",NASDAQ,Healthcare
848,PLTK,1515504983,Playtika Holding Corp.,NASDAQ,Communication Services
849,NNE,1258290475,NANO Nuclear Energy Inc.,NASDAQ,Industrials
850,PCT,1511354397,"PureCycle Technologies, Inc.",NASDAQ,Industrials
851,LKFN,1512577371,Lakeland Financial Corporation,NASDAQ,Financials
852,GABC,1508294993,"German American Bancorp, Inc.",NASDAQ,Financials
853,WERN,1507723988,"Werner Enterprises, Inc.",NASDAQ,Industrials
854,TIGR,658135622,UP Fintech Holding Limited,NASDAQ,Financials
855,WINA,1490421211,Winmark Corporation,NASDAQ,Consumer Discretionary
856,MBIN,1499179027,Merchants Bancorp,NASDAQ,Financials
857,UNIT,1541159573,Uniti Group Inc.,NASDAQ,Real Estate
858,TNDM,1480803521,"Tandem Diabetes Care, Inc.",NASDAQ,Healthcare
859,ORKA,1142998233,"Oruka Therapeutics, Inc.",NASDAQ,Healthcare
860,CNXN,1475078438,"PC Connection, Inc.",NASDAQ,Technology
861,BGM,1602980606,BGM Group Ltd.,NASDAQ,Healthcare
862,WLDN,1465939670,"Willdan Group, Inc.",NASDAQ,Industrials
863,DXPE,1466185328,"DXP Enterprises, Inc.",NASDAQ,Industrials
864,IMKTA,1462756896,"Ingles Markets, Incorporated",NASDAQ,Consumer Staples
865,ROCK,1459998356,"Gibraltar Industries, Inc.",NASDAQ,Industrials
866,TRVI,1456692789,"Trevi Therapeutics, Inc.",NASDAQ,Healthcare
867,NWL,1454624000,Newell Brands Inc.,NASDAQ,Consumer Staples
868,CERT,1466650611,"Certara, Inc.",NASDAQ,Healthcare
869,ALM,1434943934,Almonty Industries Inc.,NASDAQ,Materials
870,ARCB,1446558209,ArcBest Corporation,NASDAQ,Industrials
871,NESR,1446160842,National Energy Services Reunited Corp.,NASDAQ,Energy
872,ICFI,1445930147,"ICF International, Inc.",NASDAQ,Industrials
873,NSSC,1445831695,"Napco Security Technologies, Inc.",NASDAQ,Industrials
874,BCRX,1442221084,"BioCryst Pharmaceuticals, Inc.",NASDAQ,Healthcare
875,COLL,1441460506,"Collegium Pharmaceutical, Inc.",NASDAQ,Healthcare
876,TNGX,1167633833,"Tango Therapeutics, Inc.",NASDAQ,Healthcare
877,MBX,1061542876,"MBX Biosciences, Inc.",NASDAQ,Healthcare
878,NVCR,1415452240,NovoCure Limited,NASDAQ,Healthcare
879,VITL,1403521975,"Vital Farms, Inc.",NASDAQ,Consumer Staples
880,KMTS,1396819227,"Kestra Medical Technologies, Ltd.",NASDAQ,Healthcare
881,ARHS,1396491119,"Arhaus, Inc.",NASDAQ,Consumer Discretionary
882,RLAY,1395245199,"Relay Therapeutics, Inc.",NASDAQ,Healthcare
883,ARDX,1369752487,"Ardelyx, Inc.",NASDAQ,Healthcare
884,AMSC,1389493762,American Superconductor Corporation,NASDAQ,Industrials
885,BBNX,1387089043,"Beta Bionics, Inc.",NASDAQ,Healthcare
886,QCRH,1375096136,"QCR Holdings, Inc.",NASDAQ,Financials
887,HOPE,1368994515,"Hope Bancorp, Inc.",NASDAQ,Financials
888,STGW,1369002070,Stagwell Inc.,NASDAQ,Communication Services
889,KARO,1367337458,Karooooo Ltd.,NASDAQ,Technology
890,AMPL,1366518724,"Amplitude, Inc.",NASDAQ,Technology
891,GCT,1362949950,GigaCloud Technology Inc.,NASDAQ,Technology
892,RAPP,1043101922,"Rapport Therapeutics, Inc.",NASDAQ,Healthcare
893,SHLS,1359193954,"Shoals Technologies Group, Inc.",NASDAQ,Technology
894,ADEA,1352201611,Adeia Inc.,NASDAQ,Technology
895,TRS,1351468561,TriMas Corporation,NASDAQ,Consumer Discretionary
896,PZZA,1350923939,"Papa John's International, Inc.",NASDAQ,Consumer Discretionary
897,MXL,1350784014,"MaxLinear, Inc.",NASDAQ,Technology
898,RBCAA,1200327534,"Republic Bancorp, Inc.",NASDAQ,Financials
899,DVAX,1346825763,Dynavax Technologies Corporation,NASDAQ,Healthcare
900,PLAB,1381516605,"Photronics, Inc.",NASDAQ,Technology
901,AFYA,1333263969,Afya Limited,NASDAQ,Consumer Staples
902,IMTX,1333403500,Immatics N.V.,NASDAQ,Healthcare
903,HCSG,1379635668,"Healthcare Services Group, Inc.",NASDAQ,Healthcare
904,PSNY,1214449589,Polestar Automotive Holding UK PLC,NASDAQ,Consumer Discretionary
905,XPEL,1313072831,"XPEL, Inc.",NASDAQ,Consumer Discretionary
906,TSAT,377120430,Telesat Corporation,NASDAQ,Technology
907,OUST,1306896202,"Ouster, Inc.",NASDAQ,Technology
908,AXGN,1302046805,"Axogen, Inc.",NASDAQ,Healthcare
909,NEOG,1303791756,Neogen Corporation,NASDAQ,Healthcare
910,STAA,1295838388,STAAR Surgical Company,NASDAQ,Healthcare
911,BLFS,1299370987,"BioLife Solutions, Inc.",NASDAQ,Healthcare
912,PGEN,1102572856,"Precigen, Inc.",NASDAQ,Healthcare
913,URGN,1296073591,UroGen Pharma Ltd.,NASDAQ,Healthcare
914,ZD,1365900409,"Ziff Davis, Inc.",NASDAQ,Communication Services
915,ELVN,1287829032,"Enliven Therapeutics, Inc.",NASDAQ,Healthcare
916,HIMX,1283584000,"Himax Technologies, Inc.",NASDAQ,Technology
917,DSGR,1286723835,"Distribution Solutions Group, Inc.",NASDAQ,Industrials
918,SDGR,1285448247,"Schrödinger, Inc.",NASDAQ,Healthcare
919,ALGT,1327917251,Allegiant Travel Company,NASDAQ,Industrials
920,AHCO,1310907553,AdaptHealth Corp.,NASDAQ,Healthcare
921,CNOB,1277565037,"ConnectOne Bancorp, Inc.",NASDAQ,Financials
922,AMPH,1272415698,"Amphastar Pharmaceuticals, Inc.",NASDAQ,Healthcare
923,TSHA,1201036291,"Taysha Gene Therapies, Inc.",NASDAQ,Healthcare
924,DCOM,1254939324,"Dime Community Bancshares, Inc.",NASDAQ,Financials
925,SEPN,1252334150,"Septerna, Inc.",NASDAQ,Healthcare
926,PSIX,1250914856,"Power Solutions International, Inc.",NASDAQ,Industrials
927,CLOV,1249040202,"Clover Health Investments, Corp.",NASDAQ,Healthcare
928,GIII,1285636614,"G-III Apparel Group, Ltd.",NASDAQ,Consumer Discretionary
929,SVRA,1047859402,Savara Inc.,NASDAQ,Healthcare
930,WVE,1218586937,Wave Life Sciences Ltd.,NASDAQ,Healthcare
931,BFC,1242457192,Bank First Corporation,NASDAQ,Financials
932,VRNT,1237528381,Verint Systems Inc.,NASDAQ,Technology
933,GEMI,446532807,"Gemini Space Station, Inc.",NASDAQ,Financials
934,PSEC,1233786794,Prospect Capital Corporation,NASDAQ,Financials
935,CSWC,1232667107,Capital Southwest Corporation,NASDAQ,Financials
936,XNCR,1232544695,"Xencor, Inc.",NASDAQ,Healthcare
937,JCAP,1230511885,"Jefferson Capital, Inc.",NASDAQ,Financials
938,NKTR,1227614836,Nektar Therapeutics,NASDAQ,Healthcare
939,WABC,1225210126,Westamerica Bancorporation,NASDAQ,Financials
940,MAAS,1199354373,Maase Inc.,NASDAQ,Financials
941,NAVI,1265426418,Navient Corporation,NASDAQ,Financials
942,ROOT,1081693112,"Root, Inc.",NASDAQ,Financials
943,HSII,1222691834,"Heidrick & Struggles International, Inc.",NASDAQ,Industrials
944,EYPT,1011469781,"EyePoint Pharmaceuticals, Inc.",NASDAQ,Healthcare
945,KOD,1216865252,Kodiak Sciences Inc.,NASDAQ,Healthcare
946,OPRA,1206555208,Opera Limited,NASDAQ,Communication Services
947,INBX,1202476258,"Inhibrx Biosciences, Inc.",NASDAQ,Healthcare
948,OCSL,1200605678,Oaktree Specialty Lending Corporation,NASDAQ,Financials
949,CVAC,1188912115,CureVac N.V.,NASDAQ,Healthcare
950,LGIH,1188123100,"LGI Homes, Inc.",NASDAQ,Consumer Discretionary
951,HDL,1076709780,Super Hi International Holding Ltd.,NASDAQ,Consumer Discretionary
952,CCEC,1175696343,Capital Clean Energy Carriers Corp.,NASDAQ,Industrials
953,FTRE,1155306926,Fortrea Holdings Inc.,NASDAQ,Healthcare
954,XERS,1178062452,"Xeris Biopharma Holdings, Inc.",NASDAQ,Healthcare
955,PFBC,1221979564,Preferred Bank,NASDAQ,Financials
956,FBYD,532643540,"Falcon's Beyond Global, Inc.",NASDAQ,Industrials
957,SSII,1173344163,"SS Innovations International, Inc.",NASDAQ,Healthcare
958,IRMD,1173272218,IRADIMED CORPORATION,NASDAQ,Healthcare
959,PHAR,1168663062,Pharming Group N.V.,NASDAQ,Healthcare
960,MNMD,897572848,Mind Medicine (MindMed) Inc.,NASDAQ,Healthcare
961,TBLA,1169148379,Taboola.com Ltd.,NASDAQ,Communication Services
962,TYRA,1168848946,"Tyra Biosciences, Inc.",NASDAQ,Healthcare
963,CSTL,1165503154,"Castle Biosciences, Inc.",NASDAQ,Healthcare
964,ASTH,1131049846,"Astrana Health, Inc.",NASDAQ,Healthcare
965,CRAI,1164407769,"CRA International, Inc.",NASDAQ,Industrials
966,ANAB,1149112881,"AnaptysBio, Inc.",NASDAQ,Healthcare
967,ECPG,1148416277,"Encore Capital Group, Inc.",NASDAQ,Financials
968,DHC,1147233865,Diversified Healthcare Trust,NASDAQ,Real Estate
969,ARRY,1141025819,"Array Technologies, Inc.",NASDAQ,Technology
970,SAFT,1140139834,"Safety Insurance Group, Inc.",NASDAQ,Financials
971,EVO,1147290354,Evotec SE,NASDAQ,Healthcare
972,ORIC,1131663422,"ORIC Pharmaceuticals, Inc.",NASDAQ,Healthcare
973,UCTT,1130138491,"Ultra Clean Holdings, Inc.",NASDAQ,Technology
974,EZPW,1070388414,"EZCORP, Inc.",NASDAQ,Financials
975,PVLA,1122927806,"Palvella Therapeutics, Inc.",NASDAQ,Healthcare
976,MOMO,1242123485,Hello Group Inc.,NASDAQ,Communication Services
977,MFIC,1120576500,MidCap Financial Investment Corporation,NASDAQ,Financials
978,OCS,1012384336,Oculis Holding AG,NASDAQ,Healthcare
979,MGIC,1115045217,Magic Software Enterprises Ltd.,NASDAQ,Technology
980,MVST,1102369919,"Microvast Holdings, Inc.",NASDAQ,Consumer Discretionary
981,TRIN,1109517984,Trinity Capital Inc.,NASDAQ,Financials
982,TLRY,1098645103,"Tilray Brands, Inc.",NASDAQ,Healthcare
983,COHU,1103310480,"Cohu, Inc.",NASDAQ,Technology
984,THRM,1100736837,Gentherm Incorporated,NASDAQ,Consumer Discretionary
985,SGML,1094762248,Sigma Lithium Corporation,NASDAQ,Materials
986,SBGI,1094091144,"Sinclair, Inc.",NASDAQ,Communication Services
987,FWRG,1092474680,"First Watch Restaurant Group, Inc.",NASDAQ,Consumer Discretionary
988,MLKN,1088699759,"MillerKnoll, Inc.",NASDAQ,Consumer Discretionary
989,OCFC,1088581821,OceanFirst Financial Corp.,NASDAQ,Financials
990,KDK,1087244352,"Kodiak AI, Inc.",NASDAQ,Industrials
991,NVAX,1087063037,"Novavax, Inc.",NASDAQ,Healthcare
992,ABCL,1083534201,AbCellera Biologics Inc.,NASDAQ,Healthcare
993,EVLV,1019645961,"Evolv Technologies Holdings, Inc.",NASDAQ,Industrials
994,GO,1067733062,Grocery Outlet Holding Corp.,NASDAQ,Consumer Staples
995,NRDS,1093646842,"NerdWallet, Inc.",NASDAQ,Communication Services
996,PDFS,1064874245,"PDF Solutions, Inc.",NASDAQ,Technology
997,HLIT,1088607464,Harmonic Inc.,NASDAQ,Technology
998,METC,888075759,"Ramaco Resources, Inc.",NASDAQ,Materials
999,DMLP,1038682661,"Dorchester Minerals, L.P.",NASDAQ,Energy
1000,UPBD,1056200533,"Upbound Group, Inc.",NASDAQ,Technology
1001,IPX,1060709924,IperionX Limited,NASDAQ,Materials
1002,OMDA,1049872892,"Omada Health, Inc.",NASDAQ,Healthcare
1003,PEBO,1068946712,Peoples Bancorp Inc.,NASDAQ,Financials
1004,GLUE,1043186531,"Monte Rosa Therapeutics, Inc.",NASDAQ,Healthcare
1005,CRTO,1063245360,Criteo S.A.,NASDAQ,Communication Services
1006,BRCB,363377017,"Black Rock Coffee Bar, Inc.",NASDAQ,Consumer Staples
1007,PHAT,1062041608,"Phathom Pharmaceuticals, Inc.",NASDAQ,Healthcare
1008,OPK,1036396728,"OPKO Health, Inc.",NASDAQ,Healthcare
1009,PRCH,1033447998,"Porch Group, Inc.",NASDAQ,Technology
1010,IART,1032070471,Integra LifeSciences Holdings Corporation,NASDAQ,Healthcare
1011,MDXG,1029310005,"MiMedx Group, Inc.",NASDAQ,Healthcare
1012,METCB,1124764742,"Ramaco Resources, Inc.",NASDAQ,Materials
1013,CRCT,1024921962,"Cricut, Inc.",NASDAQ,Technology
1014,TASK,1014795506,"TaskUs, Inc.",NASDAQ,Technology
1015,CTBI,1016661334,"Community Trust Bancorp, Inc.",NASDAQ,Financials
1016,IGIC,1045585754,International General Insurance Holdings Ltd.,NASDAQ,Financials
1017,BCAX,1011229552,Bicara Therapeutics Inc.,NASDAQ,Healthcare
1018,KURA,1009403209,"Kura Oncology, Inc.",NASDAQ,Healthcare
1019,ASTE,1006994521,"Astec Industries, Inc.",NASDAQ,Industrials
1020,NBTX,1007829753,Nanobiotix S.A.,NASDAQ,Healthcare
1021,PENG,1005913145,"Penguin Solutions, Inc.",NASDAQ,Technology
1022,RPD,982927499,"Rapid7, Inc.",NASDAQ,Technology
1023,OSBC,1000708055,"Old Second Bancorp, Inc.",NASDAQ,Financials
1024,PLPC,1000714551,Preformed Line Products Company,NASDAQ,Industrials
1025,PCRX,1053943823,"Pacira BioSciences, Inc.",NASDAQ,Healthcare
1026,PSNL,995441431,"Personalis, Inc.",NASDAQ,Healthcare
1027,NTLA,895927867,"Intellia Therapeutics, Inc.",NASDAQ,Healthcare
1028,BBOT,988660171,"BridgeBio Oncology Therapeutics, Inc.",NASDAQ,Healthcare
1029,BTQ,960577880,BTQ Technologies Corp.,NASDAQ,Technology
1030,IOVA,822588053,"Iovance Biotherapeutics, Inc.",NASDAQ,Healthcare
1031,NMFC,1024241417,New Mountain Finance Corporation,NASDAQ,Financials
1032,IMOS,1001951895,ChipMOS TECHNOLOGIES INC.,NASDAQ,Technology
1033,BHRB,979859765,Burke & Herbert Financial Services Corp.,NASDAQ,Financials
1034,SLDP,926515592,"Solid Power, Inc.",NASDAQ,Consumer Discretionary
1035,MLTX,866954509,MoonLake Immunotherapeutics,NASDAQ,Healthcare
1036,PNTG,971045720,"The Pennant Group, Inc.",NASDAQ,Healthcare
1037,DAWN,968229984,"Day One Biopharmaceuticals, Inc.",NASDAQ,Healthcare
1038,EH,483378295,EHang Holdings Limited,NASDAQ,Industrials
1039,RDWR,963434305,Radware Ltd.,NASDAQ,Technology
1040,MRVI,1037797363,"Maravai LifeSciences Holdings, Inc.",NASDAQ,Healthcare
1041,FSUN,961011639,FirstSun Capital Bancorp,NASDAQ,Financials
1042,TBPH,959750863,"Theravance Biopharma, Inc.",NASDAQ,Healthcare
1043,ULCC,955140713,"Frontier Group Holdings, Inc.",NASDAQ,Industrials
1044,NNNN,954633600,Anbio Biotechnology,NASDAQ,Healthcare
1045,GDRX,953618446,"GoodRx Holdings, Inc.",NASDAQ,Healthcare
1046,FLGT,946953923,"Fulgent Genetics, Inc.",NASDAQ,Healthcare
1047,GOGO,953042915,Gogo Inc.,NASDAQ,Communication Services
1048,UFCS,948877896,"United Fire Group, Inc.",NASDAQ,Financials
1049,TDUP,948309479,ThredUp Inc.,NASDAQ,Consumer Discretionary
1050,AVBP,940343547,"ArriVent BioPharma, Inc.",NASDAQ,Healthcare
1051,CRON,942127398,Cronos Group Inc.,NASDAQ,Healthcare
1052,SANA,934294850,"Sana Biotechnology, Inc.",NASDAQ,Healthcare
1053,LENZ,833971268,"LENZ Therapeutics, Inc.",NASDAQ,Healthcare
1054,EVGO,930107820,"EVgo, Inc.",NASDAQ,Consumer Discretionary
1055,EVER,930086361,"EverQuote, Inc.",NASDAQ,Communication Services
1056,MSEX,909528610,Middlesex Water Company,NASDAQ,Utilities
1057,LQDT,936325110,"Liquidity Services, Inc.",NASDAQ,Consumer Discretionary
1058,DAKT,924501034,"Daktronics, Inc.",NASDAQ,Technology
1059,GHRS,923927839,GH Research PLC,NASDAQ,Healthcare
1060,FMBH,922700460,"First Mid Bancshares, Inc.",NASDAQ,Financials
1061,UVSP,934977730,Univest Financial Corporation,NASDAQ,Financials
1062,CDNA,920679054,"CareDx, Inc",NASDAQ,Healthcare
1063,YB,169062634,Yuanbao Inc.,NASDAQ,Technology
1064,SPRY,911227068,"ARS Pharmaceuticals, Inc.",NASDAQ,Healthcare
1065,AEBI,909403893,Aebi Schmidt Holding AG,NASDAQ,Industrials
1066,BBSI,913546030,"Barrett Business Services, Inc.",NASDAQ,Industrials
1067,RZLV,780809050,Rezolve AI PLC,NASDAQ,Technology
1068,CGBD,906184054,"Carlyle Secured Lending, Inc.",NASDAQ,Financials
1069,ASST,657763256,"Strive Asset Management, LLC",NASDAQ,Financials
1070,ALNT,903427260,Allient Inc.,NASDAQ,Technology
1071,PLSE,903341815,"Pulse Biosciences, Inc.",NASDAQ,Healthcare
1072,SCSC,902495148,"ScanSource, Inc.",NASDAQ,Technology
1073,AMAL,900783869,Amalgamated Financial Corp.,NASDAQ,Financials
1074,RIGL,884454401,"Rigel Pharmaceuticals, Inc.",NASDAQ,Healthcare
1075,VIR,895892241,"Vir Biotechnology, Inc.",NASDAQ,Healthcare
1076,INMD,943451255,InMode Ltd.,NASDAQ,Healthcare
1077,CMPX,692814368,"Compass Therapeutics, Inc.",NASDAQ,Healthcare
1078,IMSR,691786239,Terrestrial Energy Inc.,NASDAQ,Utilities
1079,RZLT,883693380,"Rezolute, Inc.",NASDAQ,Healthcare
1080,ATLC,878511571,Atlanticus Holdings Corporation,NASDAQ,Financials
1081,SENEA,879144171,Seneca Foods Corporation,NASDAQ,Consumer Staples
1082,HBNC,873769407,"Horizon Bancorp, Inc.",NASDAQ,Financials
1083,LOT,859876812,Lotus Technology Inc.,NASDAQ,Consumer Discretionary
1084,ERAS,870995241,"Erasca, Inc.",NASDAQ,Healthcare
1085,RCAT,652914429,"Red Cat Holdings, Inc.",NASDAQ,Industrials
1086,ESPR,728887722,"Esperion Therapeutics, Inc.",NASDAQ,Healthcare
1087,SENEB,825358320,Seneca Foods Corporation,NASDAQ,Consumer Staples
1088,SLRC,862508764,SLR Investment Corp.,NASDAQ,Financials
1089,HNRG,841281266,Hallador Energy Company,NASDAQ,Energy
1090,CFFN,861573421,"Capitol Federal Financial, Inc.",NASDAQ,Financials
1091,SIBN,853463656,"SI-BONE, Inc.",NASDAQ,Healthcare
1092,CCOI,878777535,"Cogent Communications Holdings, Inc.",NASDAQ,Communication Services
1093,NUTX,709815202,Nutex Health Inc.,NASDAQ,Healthcare
1094,JBSS,846850817,"John B. Sanfilippo & Son, Inc.",NASDAQ,Consumer Staples
1095,ESQ,888498381,"Esquire Financial Holdings, Inc.",NASDAQ,Financials
1096,ODP,841482699,The ODP Corporation,NASDAQ,Consumer Discretionary
1097,REAX,840910678,The Real Brokerage Inc.,NASDAQ,Real Estate
1098,HAFC,842043680,Hanmi Financial Corporation,NASDAQ,Financials
1099,AHG,31428879,Akso Health Group,NASDAQ,Healthcare
1100,WOOF,831850392,"Petco Health and Wellness Company, Inc.",NASDAQ,Consumer Discretionary
1101,AVO,831186713,"Mission Produce, Inc.",NASDAQ,Consumer Staples
1102,HFWA,830921305,Heritage Financial Corporation,NASDAQ,Financials
1103,ABUS,830235787,Arbutus Biopharma Corporation,NASDAQ,Healthcare
1104,RAPT,495628575,"RAPT Therapeutics, Inc.",NASDAQ,Healthcare
1105,SWIM,828256003,"Latham Group, Inc.",NASDAQ,Industrials
1106,MRTN,827432304,"Marten Transport, Ltd.",NASDAQ,Industrials
1107,MOFG,830535005,"MidWestOne Financial Group, Inc.",NASDAQ,Financials
1108,GLDD,839791417,Great Lakes Dredge & Dock Corporation,NASDAQ,Industrials
1109,WLFC,817766622,Willis Lease Finance Corporation,NASDAQ,Industrials
1110,HPK,811376943,"HighPeak Energy, Inc.",NASDAQ,Energy
1111,ITRN,811260192,Ituran Location and Control Ltd.,NASDAQ,Technology
1112,HYMC,390854504,Hycroft Mining Holding Corporation,NASDAQ,Materials
1113,BJRI,855979286,"BJ's Restaurants, Inc.",NASDAQ,Consumer Discretionary
1114,BLDP,806571028,Ballard Power Systems Inc.,NASDAQ,Industrials
1115,ATAI,817682274,Atai Beckley N.V.,NASDAQ,Healthcare
1116,LMB,802715239,"Limbach Holdings, Inc.",NASDAQ,Industrials
1117,QNST,800013095,"QuinStreet, Inc.",NASDAQ,Communication Services
1118,AMWD,795175310,American Woodmark Corporation,NASDAQ,Consumer Discretionary
1119,EMBC,794227916,Embecta Corp.,NASDAQ,Healthcare
1120,PACB,794016544,"Pacific Biosciences of California, Inc.",NASDAQ,Healthcare
